X1,Name,judge_country,number,segment,skater,skater_country,TSS
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Short,Kaliszek/Spodyriev,POL,61.6
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Short,Kaliszek/Spodyriev,POL,49.6
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Short,Kaliszek/Spodyriev,POL,61.6
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Short,Alessandrini/Souquet,FRA,54.1
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Short,Alessandrini/Souquet,FRA,54.3
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Short,Alessandrini/Souquet,FRA,53.5
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Short,Alessandrini/Souquet,FRA,53.4
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Short,Alessandrini/Souquet,FRA,55.3
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Short,Alessandrini/Souquet,FRA,56.3
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Short,Alessandrini/Souquet,FRA,57.8
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Short,Alessandrini/Souquet,FRA,50.1
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Short,Alessandrini/Souquet,FRA,52.4
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Free,Papadakis/Cizeron,FRA,117.2
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Free,Papadakis/Cizeron,FRA,120.9
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Free,Papadakis/Cizeron,FRA,121.5
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Free,Papadakis/Cizeron,FRA,122.6
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Free,Papadakis/Cizeron,FRA,118.7
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Free,Papadakis/Cizeron,FRA,119.3
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Free,Papadakis/Cizeron,FRA,122.6
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Free,Papadakis/Cizeron,FRA,120.4
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Free,Papadakis/Cizeron,FRA,120.4
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Free,Chock/Bates,USA,107.8
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Free,Chock/Bates,USA,108.1
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Free,Chock/Bates,USA,113.4
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Free,Chock/Bates,USA,111.9
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Free,Chock/Bates,USA,104.1
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Free,Chock/Bates,USA,106.2
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Free,Chock/Bates,USA,110.3
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Free,Chock/Bates,USA,99.2
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Free,Chock/Bates,USA,108.6
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Free,Weaver/Poje,CAN,108.4
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Free,Weaver/Poje,CAN,108.4
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Free,Weaver/Poje,CAN,104.6
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Free,Weaver/Poje,CAN,106.9
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Free,Weaver/Poje,CAN,104.8
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Free,Weaver/Poje,CAN,114.5
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Free,Weaver/Poje,CAN,110.3
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Free,Weaver/Poje,CAN,109.6
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Free,Weaver/Poje,CAN,102.7
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Free,Stepanova/Bukin,RUS,100.6
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Free,Stepanova/Bukin,RUS,113.5
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Free,Stepanova/Bukin,RUS,108.9
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Free,Stepanova/Bukin,RUS,107.5
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Free,Stepanova/Bukin,RUS,101.7
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Free,Stepanova/Bukin,RUS,107.6
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Free,Stepanova/Bukin,RUS,108.9
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Free,Stepanova/Bukin,RUS,106.6
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Free,Stepanova/Bukin,RUS,107.1
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Free,Guignard/Fabbri,ITA,98.7
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Free,Guignard/Fabbri,ITA,97.9
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Free,Guignard/Fabbri,ITA,99
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Free,Guignard/Fabbri,ITA,100.5
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Free,Guignard/Fabbri,ITA,101.2
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Free,Guignard/Fabbri,ITA,97.9
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Free,Guignard/Fabbri,ITA,104.8
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Free,Guignard/Fabbri,ITA,101.9
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Free,Guignard/Fabbri,ITA,106
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Free,Abachkina/Thauron,FRA,89.3
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Free,Abachkina/Thauron,FRA,96.5
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Free,Abachkina/Thauron,FRA,95.9
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Free,Abachkina/Thauron,FRA,97.5
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Free,Abachkina/Thauron,FRA,95.6
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Free,Abachkina/Thauron,FRA,97.8
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Free,Abachkina/Thauron,FRA,100.4
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Free,Abachkina/Thauron,FRA,99.6
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Free,Abachkina/Thauron,FRA,87.7
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Free,Pogrebinsky/Benoit,USA,90.7
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Free,Pogrebinsky/Benoit,USA,92.9
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Free,Pogrebinsky/Benoit,USA,96.3
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Free,Pogrebinsky/Benoit,USA,91.1
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Free,Pogrebinsky/Benoit,USA,90.2
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Free,Pogrebinsky/Benoit,USA,95.7
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Free,Pogrebinsky/Benoit,USA,94.6
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Free,Pogrebinsky/Benoit,USA,99.5
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Free,Pogrebinsky/Benoit,USA,91.1
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Free,Kaliszek/Spodyriev,POL,77
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Free,Kaliszek/Spodyriev,POL,93.7
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Free,Kaliszek/Spodyriev,POL,85.2
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Free,Kaliszek/Spodyriev,POL,92.5
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Free,Kaliszek/Spodyriev,POL,89
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Free,Kaliszek/Spodyriev,POL,83.5
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Free,Kaliszek/Spodyriev,POL,93.8
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Free,Kaliszek/Spodyriev,POL,86.7
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Free,Kaliszek/Spodyriev,POL,93.7
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Free,Loboda/Drozd,RUS,82.6
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Free,Loboda/Drozd,RUS,91.7
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Free,Loboda/Drozd,RUS,85.6
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Free,Loboda/Drozd,RUS,84.4
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Free,Loboda/Drozd,RUS,80.9
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Free,Loboda/Drozd,RUS,87
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Free,Loboda/Drozd,RUS,88.2
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Free,Loboda/Drozd,RUS,84.1
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Free,Loboda/Drozd,RUS,86
496,Ingrid Charlotte WOLTER,GER,1,2017 Grand Prix IDF Ice Dance Free,Alessandrini/Souquet,FRA,74.1
154,Igor DOLGUSHIN,RUS,2,2017 Grand Prix IDF Ice Dance Free,Alessandrini/Souquet,FRA,80.8
134,Richard DALLEY,USA,3,2017 Grand Prix IDF Ice Dance Free,Alessandrini/Souquet,FRA,78.3
20,David MOLINA,FRA,4,2017 Grand Prix IDF Ice Dance Free,Alessandrini/Souquet,FRA,84.1
143,Walter ZUCCARO,ITA,5,2017 Grand Prix IDF Ice Dance Free,Alessandrini/Souquet,FRA,80.9
534,Vera TAUCHMANOVA,CZE,6,2017 Grand Prix IDF Ice Dance Free,Alessandrini/Souquet,FRA,80.5
515,Albert ZAYDMAN,ISR,7,2017 Grand Prix IDF Ice Dance Free,Alessandrini/Souquet,FRA,83.6
191,Jean SENFT,CAN,8,2017 Grand Prix IDF Ice Dance Free,Alessandrini/Souquet,FRA,79.3
440,Malgorzata SOBKOW,POL,9,2017 Grand Prix IDF Ice Dance Free,Alessandrini/Souquet,FRA,79.1
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Short,Virtue/Moir,CAN,79.6
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Short,Virtue/Moir,CAN,81.1
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Short,Virtue/Moir,CAN,81.1
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Short,Virtue/Moir,CAN,76.5
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Short,Virtue/Moir,CAN,81.7
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Short,Virtue/Moir,CAN,81.1
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Short,Virtue/Moir,CAN,80.8
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Short,Virtue/Moir,CAN,82.3
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Short,Virtue/Moir,CAN,82.3
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Short,Hubbell/Donohue,USA,79.1
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Short,Hubbell/Donohue,USA,75.2
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Short,Hubbell/Donohue,USA,75.2
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Short,Hubbell/Donohue,USA,75.8
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Short,Hubbell/Donohue,USA,74.4
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Short,Hubbell/Donohue,USA,79.3
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Short,Hubbell/Donohue,USA,76.2
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Short,Hubbell/Donohue,USA,77.3
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Short,Hubbell/Donohue,USA,76.2
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Short,Cappellini/Lanotte,ITA,74.6
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Short,Cappellini/Lanotte,ITA,76
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Short,Cappellini/Lanotte,ITA,77.2
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Short,Cappellini/Lanotte,ITA,75.4
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Short,Cappellini/Lanotte,ITA,74.4
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Short,Cappellini/Lanotte,ITA,74.6
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Short,Cappellini/Lanotte,ITA,76.6
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Short,Cappellini/Lanotte,ITA,79.1
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Short,Cappellini/Lanotte,ITA,76.4
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Short,Sinitsina/Katsapalov,RUS,74.6
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Short,Sinitsina/Katsapalov,RUS,76
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Short,Sinitsina/Katsapalov,RUS,77.2
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Short,Sinitsina/Katsapalov,RUS,75.4
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Short,Sinitsina/Katsapalov,RUS,74.4
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Short,Sinitsina/Katsapalov,RUS,74.6
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Short,Sinitsina/Katsapalov,RUS,76.6
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Short,Sinitsina/Katsapalov,RUS,79.1
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Short,Sinitsina/Katsapalov,RUS,76.4
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Short,Coomes/Buckland,GBR,69.3
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Short,Coomes/Buckland,GBR,67.9
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Short,Coomes/Buckland,GBR,66.5
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Short,Coomes/Buckland,GBR,67
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Short,Coomes/Buckland,GBR,65.4
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Short,Coomes/Buckland,GBR,62.1
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Short,Coomes/Buckland,GBR,63.8
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Short,Coomes/Buckland,GBR,67.4
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Short,Coomes/Buckland,GBR,58
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Short,Fournier Beaudry/Sorensen,DEN,64.9
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Short,Fournier Beaudry/Sorensen,DEN,66.1
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Short,Fournier Beaudry/Sorensen,DEN,69.8
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Short,Fournier Beaudry/Sorensen,DEN,64.9
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Short,Fournier Beaudry/Sorensen,DEN,66.1
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Short,Fournier Beaudry/Sorensen,DEN,62
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Short,Fournier Beaudry/Sorensen,DEN,63.2
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Short,Fournier Beaudry/Sorensen,DEN,63.3
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Short,Fournier Beaudry/Sorensen,DEN,69.1
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Short,Nazarova/Nikitin,UKR,59.6
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Short,Nazarova/Nikitin,UKR,66.5
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Short,Nazarova/Nikitin,UKR,64.2
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Short,Nazarova/Nikitin,UKR,68.4
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Short,Nazarova/Nikitin,UKR,60.6
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Short,Nazarova/Nikitin,UKR,64
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Short,Nazarova/Nikitin,UKR,66.4
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Short,Nazarova/Nikitin,UKR,58.5
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Short,Nazarova/Nikitin,UKR,61
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Short,Lauriault/Le Gac,FRA,62.7
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Short,Lauriault/Le Gac,FRA,62.4
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Short,Lauriault/Le Gac,FRA,60.2
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Short,Lauriault/Le Gac,FRA,63.1
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Short,Lauriault/Le Gac,FRA,62.2
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Short,Lauriault/Le Gac,FRA,64.3
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Short,Lauriault/Le Gac,FRA,60.6
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Short,Lauriault/Le Gac,FRA,62.9
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Short,Lauriault/Le Gac,FRA,67.8
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Short,Muramoto/Reed,JPN,61.8
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Short,Muramoto/Reed,JPN,61.5
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Short,Muramoto/Reed,JPN,74
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Short,Muramoto/Reed,JPN,71.7
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Short,Muramoto/Reed,JPN,61.3
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Short,Muramoto/Reed,JPN,61.9
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Short,Muramoto/Reed,JPN,57.3
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Short,Muramoto/Reed,JPN,61
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Short,Muramoto/Reed,JPN,64.5
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Short,Komatsubara/Koleto,JPN,54.8
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Short,Komatsubara/Koleto,JPN,51.7
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Short,Komatsubara/Koleto,JPN,50.7
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Short,Komatsubara/Koleto,JPN,54.7
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Short,Komatsubara/Koleto,JPN,52.3
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Short,Komatsubara/Koleto,JPN,54.4
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Short,Komatsubara/Koleto,JPN,54.5
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Short,Komatsubara/Koleto,JPN,51.5
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Short,Komatsubara/Koleto,JPN,56.5
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Free,Virtue/Moir,CAN,114.7
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Free,Virtue/Moir,CAN,118.3
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Free,Virtue/Moir,CAN,115.7
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Free,Virtue/Moir,CAN,118.5
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Free,Virtue/Moir,CAN,121.5
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Free,Virtue/Moir,CAN,116
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Free,Virtue/Moir,CAN,118.9
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Free,Virtue/Moir,CAN,117.7
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Free,Virtue/Moir,CAN,118.1
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Free,Hubbell/Donohue,USA,113.5
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Free,Hubbell/Donohue,USA,109.6
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Free,Hubbell/Donohue,USA,110.3
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Free,Hubbell/Donohue,USA,110.5
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Free,Hubbell/Donohue,USA,111
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Free,Hubbell/Donohue,USA,115.2
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Free,Hubbell/Donohue,USA,116.2
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Free,Hubbell/Donohue,USA,112.5
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Free,Hubbell/Donohue,USA,110.8
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Free,Cappellini/Lanotte,ITA,106.2
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Free,Cappellini/Lanotte,ITA,111.9
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Free,Cappellini/Lanotte,ITA,115.1
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Free,Cappellini/Lanotte,ITA,109.6
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Free,Cappellini/Lanotte,ITA,105.5
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Free,Cappellini/Lanotte,ITA,105.9
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Free,Cappellini/Lanotte,ITA,113
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Free,Cappellini/Lanotte,ITA,115.2
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Free,Cappellini/Lanotte,ITA,113.6
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Free,Sinitsina/Katsapalov,RUS,102.4
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Free,Sinitsina/Katsapalov,RUS,108.7
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Free,Sinitsina/Katsapalov,RUS,101.3
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Free,Sinitsina/Katsapalov,RUS,107.4
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Free,Sinitsina/Katsapalov,RUS,101.5
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Free,Sinitsina/Katsapalov,RUS,104.7
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Free,Sinitsina/Katsapalov,RUS,109.8
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Free,Sinitsina/Katsapalov,RUS,104.6
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Free,Sinitsina/Katsapalov,RUS,99.5
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Free,Fournier Beaudry/Sorensen,DEN,99.4
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Free,Fournier Beaudry/Sorensen,DEN,98.4
614,Michela CESARO ,ITA,3,2017 Grand Prix NHK Ice Dance Free,Fournier Beaudry/Sorensen,DEN,103.8
197,Alexei BELETSKI,ISR,4,2017 Grand Prix NHK Ice Dance Free,Fournier Beaudry/Sorensen,DEN,94.8
386,Leanna CARON,CAN,5,2017 Grand Prix NHK Ice Dance Free,Fournier Beaudry/Sorensen,DEN,99
122,John MILLIER,USA,6,2017 Grand Prix NHK Ice Dance Free,Fournier Beaudry/Sorensen,DEN,100.8
483,Anastassia MAKAROVA,UKR,7,2017 Grand Prix NHK Ice Dance Free,Fournier Beaudry/Sorensen,DEN,92.2
224,Feng HUANG,CHN,8,2017 Grand Prix NHK Ice Dance Free,Fournier Beaudry/Sorensen,DEN,99.6
504,Mayumi KATO,JPN,9,2017 Grand Prix NHK Ice Dance Free,Fournier Beaudry/Sorensen,DEN,99.6
271,Christine HURTH,FRA,1,2017 Grand Prix NHK Ice Dance Free,Nazarova/Nikitin,UKR,90.2
225,Elena FOMINA,RUS,2,2017 Grand Prix NHK Ice Dance Free,Nazarova/Nikitin,UKR,99.2
