X1,Name,judge_country,number,segment,skater,skater_country,TSS
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Bobrova/Soloviev,RUS,104.1
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Bobrova/Soloviev,RUS,111.1
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Hubbell/Donohue,USA,108.7
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Hubbell/Donohue,USA,110.4
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Hubbell/Donohue,USA,105.9
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Hubbell/Donohue,USA,112.5
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Hubbell/Donohue,USA,112.4
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Hubbell/Donohue,USA,110.3
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Hubbell/Donohue,USA,111.3
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Hubbell/Donohue,USA,108.1
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Hubbell/Donohue,USA,110.4
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Capellini/Lanotte,ITA,109.1
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Capellini/Lanotte,ITA,108.9
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Capellini/Lanotte,ITA,109
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Capellini/Lanotte,ITA,113.1
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Capellini/Lanotte,ITA,107.5
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Capellini/Lanotte,ITA,108.2
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Capellini/Lanotte,ITA,107.1
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Capellini/Lanotte,ITA,103.8
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Capellini/Lanotte,ITA,108.7
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Weaver/Poje,CAN,103.6
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Weaver/Poje,CAN,115.6
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Weaver/Poje,CAN,106.1
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Weaver/Poje,CAN,110
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Weaver/Poje,CAN,104.8
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Weaver/Poje,CAN,107.9
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Weaver/Poje,CAN,106.7
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Weaver/Poje,CAN,105
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Weaver/Poje,CAN,110.8
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Gilles/Poirier,CAN,101.3
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Gilles/Poirier,CAN,112.8
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Gilles/Poirier,CAN,104.1
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Gilles/Poirier,CAN,111.3
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Gilles/Poirier,CAN,103.3
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Gilles/Poirier,CAN,106.5
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Gilles/Poirier,CAN,107.1
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Gilles/Poirier,CAN,107.4
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Gilles/Poirier,CAN,111.1
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Guignard/Fabbri,ITA,104.9
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Guignard/Fabbri,ITA,107.5
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Guignard/Fabbri,ITA,107
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Guignard/Fabbri,ITA,109.2
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Guignard/Fabbri,ITA,104.2
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Guignard/Fabbri,ITA,103.1
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Guignard/Fabbri,ITA,101.7
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Guignard/Fabbri,ITA,103.4
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Guignard/Fabbri,ITA,105.7
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Coomes/Buckland,GBR,99.4
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Coomes/Buckland,GBR,104.9
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Coomes/Buckland,GBR,103.4
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Coomes/Buckland,GBR,105
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Coomes/Buckland,GBR,98.3
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Coomes/Buckland,GBR,107.5
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Coomes/Buckland,GBR,104.8
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Coomes/Buckland,GBR,91
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Coomes/Buckland,GBR,99.4
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Hurtado/Khaliavin,ESP,101.4
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Hurtado/Khaliavin,ESP,98
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Hurtado/Khaliavin,ESP,103.4
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Hurtado/Khaliavin,ESP,15.3
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Hurtado/Khaliavin,ESP,92.6
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Hurtado/Khaliavin,ESP,101.1
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Hurtado/Khaliavin,ESP,102.7
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Hurtado/Khaliavin,ESP,100.8
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Hurtado/Khaliavin,ESP,102.8
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Chock/Bates,USA,96.7
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Chock/Bates,USA,101.6
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Chock/Bates,USA,95.8
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Chock/Bates,USA,103.8
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Chock/Bates,USA,105.1
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Chock/Bates,USA,101
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Chock/Bates,USA,94.8
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Chock/Bates,USA,99.7
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Chock/Bates,USA,101.7
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Muramota/Reed,JPN,88.9
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Muramota/Reed,JPN,99.1
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Muramota/Reed,JPN,91.9
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Muramota/Reed,JPN,106.8
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Muramota/Reed,JPN,101.1
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Muramota/Reed,JPN,101.3
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Muramota/Reed,JPN,97.8
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Muramota/Reed,JPN,93.9
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Muramota/Reed,JPN,94.2
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Zagorski/Guerreiro,RUS,91.5
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Zagorski/Guerreiro,RUS,92.9
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Zagorski/Guerreiro,RUS,98.9
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Zagorski/Guerreiro,RUS,100.4
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Zagorski/Guerreiro,RUS,94.9
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Zagorski/Guerreiro,RUS,98.4
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Zagorski/Guerreiro,RUS,95
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Zagorski/Guerreiro,RUS,95.3
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Zagorski/Guerreiro,RUS,91.7
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Kaliszek/Spodyriev,POL,91.5
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Kaliszek/Spodyriev,POL,92.2
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Kaliszek/Spodyriev,POL,99.8
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Kaliszek/Spodyriev,POL,103.9
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Kaliszek/Spodyriev,POL,90.9
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Kaliszek/Spodyriev,POL,97.7
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Kaliszek/Spodyriev,POL,97.9
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Kaliszek/Spodyriev,POL,86.5
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Kaliszek/Spodyriev,POL,95.5
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Lorenz/Polizoakis,GER,86.9
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Lorenz/Polizoakis,GER,95.3
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Lorenz/Polizoakis,GER,91.4
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Lorenz/Polizoakis,GER,89
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Lorenz/Polizoakis,GER,89.9
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Lorenz/Polizoakis,GER,89.4
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Lorenz/Polizoakis,GER,93.7
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Lorenz/Polizoakis,GER,81.8
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Lorenz/Polizoakis,GER,91.5
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Lauriault/Le Gac,FRA,84.4
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Lauriault/Le Gac,FRA,88.8
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Lauriault/Le Gac,FRA,89.3
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Lauriault/Le Gac,FRA,95.7
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Lauriault/Le Gac,FRA,86.8
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Lauriault/Le Gac,FRA,88.8
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Lauriault/Le Gac,FRA,91
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Lauriault/Le Gac,FRA,88.9
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Lauriault/Le Gac,FRA,94.3
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Agafonova/Ucar,TUR,82.1
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Agafonova/Ucar,TUR,83.8
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Agafonova/Ucar,TUR,93.2
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Agafonova/Ucar,TUR,91.8
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Agafonova/Ucar,TUR,83.3
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Agafonova/Ucar,TUR,96.3
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Agafonova/Ucar,TUR,90.9
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Agafonova/Ucar,TUR,80
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Agafonova/Ucar,TUR,87.3
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Min/Gamelin,KOR,84.1
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Min/Gamelin,KOR,88.2
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Min/Gamelin,KOR,90.2
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Min/Gamelin,KOR,93.5
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Min/Gamelin,KOR,81.9
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Min/Gamelin,KOR,84.8
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Min/Gamelin,KOR,88.8
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Min/Gamelin,KOR,80
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Min/Gamelin,KOR,87.3
30,Vladimir CUCHRA,SVK,1,2018 Olympic Games Ice Dance Free,Mysliveckova/Csolley,SVK,85.5
386,Leanna CARON,CAN,2,2018 Olympic Games Ice Dance Free,Mysliveckova/Csolley,SVK,80.8
440,Malgorzata SOBKOW,POL,3,2018 Olympic Games Ice Dance Free,Mysliveckova/Csolley,SVK,83.8
488,Kaoru TAKINO,JPN,4,2018 Olympic Games Ice Dance Free,Mysliveckova/Csolley,SVK,88.9
305,Sharon ROGERS,USA,5,2018 Olympic Games Ice Dance Free,Mysliveckova/Csolley,SVK,76.5
36,Tanay OKZAN,TUR,6,2018 Olympic Games Ice Dance Free,Mysliveckova/Csolley,SVK,83.7
380,Maira ABASOVA,RUS,7,2018 Olympic Games Ice Dance Free,Mysliveckova/Csolley,SVK,87.5
283,Tianyi ZHANG,CHN,8,2018 Olympic Games Ice Dance Free,Mysliveckova/Csolley,SVK,80.3
345,Marta OLOZAGARRE,ESP,9,2018 Olympic Games Ice Dance Free,Mysliveckova/Csolley,SVK,78.9
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Short,Papadakis/Cizeron,FRA,82.4
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Short,Papadakis/Cizeron,FRA,81.9
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Short,Papadakis/Cizeron,FRA,81.5
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Short,Papadakis/Cizeron,FRA,82.1
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Short,Papadakis/Cizeron,FRA,81.1
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Short,Papadakis/Cizeron,FRA,80.1
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Short,Papadakis/Cizeron,FRA,83
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Short,Papadakis/Cizeron,FRA,82.3
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Short,Papadakis/Cizeron,FRA,81.5
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Short,Virtue/Moir,CAN,82.2
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Short,Virtue/Moir,CAN,80.7
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Short,Virtue/Moir,CAN,82.4
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Short,Virtue/Moir,CAN,81.5
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Short,Virtue/Moir,CAN,81.1
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Short,Virtue/Moir,CAN,81.8
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Short,Virtue/Moir,CAN,82.6
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Short,Virtue/Moir,CAN,79.6
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Short,Virtue/Moir,CAN,80.5
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Short,Shibutani/Shibutani,USA,74.5
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Short,Shibutani/Shibutani,USA,78.3
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Short,Shibutani/Shibutani,USA,79.6
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Short,Shibutani/Shibutani,USA,78.7
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Short,Shibutani/Shibutani,USA,78.3
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Short,Shibutani/Shibutani,USA,75.1
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Short,Shibutani/Shibutani,USA,81.7
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Short,Shibutani/Shibutani,USA,79.4
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Short,Shibutani/Shibutani,USA,77.1
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Short,Hubbell/Donohue,USA,70.5
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Short,Hubbell/Donohue,USA,76.7
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Short,Hubbell/Donohue,USA,74.4
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Short,Hubbell/Donohue,USA,75.7
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Short,Hubbell/Donohue,USA,72.4
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Short,Hubbell/Donohue,USA,73.7
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Short,Hubbell/Donohue,USA,77
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Short,Hubbell/Donohue,USA,76.8
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Short,Hubbell/Donohue,USA,74.7
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Short,Chock/Bates,USA,73.1
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Short,Chock/Bates,USA,78.8
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Short,Chock/Bates,USA,75.3
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Short,Chock/Bates,USA,76.1
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Short,Chock/Bates,USA,70.3
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Short,Chock/Bates,USA,72
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Short,Chock/Bates,USA,75.7
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Short,Chock/Bates,USA,73.5
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Short,Chock/Bates,USA,72
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Short,Cappellini/Lanotte,ITA,70.9
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Short,Cappellini/Lanotte,ITA,84.8
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Short,Cappellini/Lanotte,ITA,75.1
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Short,Cappellini/Lanotte,ITA,73.5
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Short,Cappellini/Lanotte,ITA,75.7
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Short,Cappellini/Lanotte,ITA,73.9
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Short,Cappellini/Lanotte,ITA,74.1
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Short,Cappellini/Lanotte,ITA,73.9
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Short,Cappellini/Lanotte,ITA,74.5
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Free,Papadakis/Cizeron,FRA,121.1
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Free,Papadakis/Cizeron,FRA,120.4
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Free,Papadakis/Cizeron,FRA,119.7
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Free,Papadakis/Cizeron,FRA,120
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Free,Papadakis/Cizeron,FRA,117.8
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Free,Papadakis/Cizeron,FRA,116.5
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Free,Papadakis/Cizeron,FRA,121.4
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Free,Papadakis/Cizeron,FRA,120.8
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Free,Papadakis/Cizeron,FRA,118.5
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Free,Virtue/Moir,CAN,119.1
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Free,Virtue/Moir,CAN,117.4
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Free,Virtue/Moir,CAN,119.9
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Free,Virtue/Moir,CAN,119.7
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Free,Virtue/Moir,CAN,116.8
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Free,Virtue/Moir,CAN,118.8
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Free,Virtue/Moir,CAN,119.2
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Free,Virtue/Moir,CAN,115.6
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Free,Virtue/Moir,CAN,115.4
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Free,Chock/Bates,USA,113.1
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Free,Chock/Bates,USA,116.3
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Free,Chock/Bates,USA,117.9
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Free,Chock/Bates,USA,115
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Free,Chock/Bates,USA,109.1
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Free,Chock/Bates,USA,109.1
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Free,Chock/Bates,USA,115
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Free,Chock/Bates,USA,111.8
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Free,Chock/Bates,USA,106
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Free,Hubbell/Donohue,USA,110.8
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Free,Hubbell/Donohue,USA,115.3
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Free,Hubbell/Donohue,USA,112.4
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Free,Hubbell/Donohue,USA,115.6
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Free,Hubbell/Donohue,USA,109.4
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Free,Hubbell/Donohue,USA,110.8
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Free,Hubbell/Donohue,USA,113.6
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Free,Hubbell/Donohue,USA,113.3
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Free,Hubbell/Donohue,USA,111.6
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Free,Cappellini/Lanotte,ITA,110.8
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Free,Cappellini/Lanotte,ITA,115.3
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Free,Cappellini/Lanotte,ITA,112.4
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Free,Cappellini/Lanotte,ITA,115.6
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Free,Cappellini/Lanotte,ITA,109.4
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Free,Cappellini/Lanotte,ITA,110.8
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Free,Cappellini/Lanotte,ITA,113.6
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Free,Cappellini/Lanotte,ITA,113.3
225,Elena FOMINA,RUS,9,2017 Grand Prix Final Ice Dance Free,Cappellini/Lanotte,ITA,111.6
249,Chihee RHEE,KOR,1,2017 Grand Prix Final Ice Dance Free,Shibutani/Shibutani,USA,107.1
507,David MUNOZ,ESP,2,2017 Grand Prix Final Ice Dance Free,Shibutani/Shibutani,USA,107.9
224,Feng HUANG,CHN,3,2017 Grand Prix Final Ice Dance Free,Shibutani/Shibutani,USA,113
134,Richard DALLEY,USA,4,2017 Grand Prix Final Ice Dance Free,Shibutani/Shibutani,USA,111.9
143,Walter ZUCCARO,ITA,5,2017 Grand Prix Final Ice Dance Free,Shibutani/Shibutani,USA,111.5
386,Leanna CARON,CAN,6,2017 Grand Prix Final Ice Dance Free,Shibutani/Shibutani,USA,106.6
488,Kaoru TAKINO,JPN,7,2017 Grand Prix Final Ice Dance Free,Shibutani/Shibutani,USA,106.9
271,Christine HURTH,FRA,8,2017 Grand Prix Final Ice Dance Free,Shibutani/Shibutani,USA,111.4
